Coa_id,bu_id,coa_effective_date_id,gl_account_cd,gl_subacct_cd,gl_account_name,gl_subacct_name,consolidation_account,ey_gl_account_name,ey_account_type,ey_account_sub_type,ey_account_class,ey_account_sub_class,ey_account_group_I,ey_account_group_II,ey_cash_activity,ey_index,ey_sub_index,created_by_id,created_date_id,created_time_id,last_modified_by_id,last_modified_date_id,ver_desc,ver_start_date_id,ver_end_date_id
9618,37,19971111,431900,NULL,Long Text0000431900,NULL,,0000431900 - Long Text0000431900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19971111,0,29,19971111,20141115,20141115,NULL
9619,37,19971111,439200,NULL,Long Text0000439200,NULL,,0000439200 - Long Text0000439200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19971111,0,29,19971111,20141115,20141115,NULL
9620,37,19920623,449001,NULL,Long Text0000449001,NULL,,0000449001 - Long Text0000449001,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9621,37,19920623,449100,NULL,Long Text0000449100,NULL,,0000449100 - Long Text0000449100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9622,37,19920716,453000,NULL,Long Text0000453000,NULL,,0000453000 - Long Text0000453000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920716,0,29,19920716,20141115,20141115,NULL
9623,37,19920623,463000,NULL,Long Text0000463000,NULL,,0000463000 - Long Text0000463000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9624,37,19920623,470000,NULL,Long Text0000470000,NULL,,0000470000 - Long Text0000470000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9625,37,19920623,470101,NULL,Long Text0000470101,NULL,,0000470101 - Long Text0000470101,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9626,37,19970826,470580,NULL,Long Text0000470580,NULL,,0000470580 - Long Text0000470580,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970826,0,29,19970826,20141115,20141115,NULL
9627,37,19970826,470950,NULL,Long Text0000470950,NULL,,0000470950 - Long Text0000470950,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970826,0,29,19970826,20141115,20141115,NULL
9628,37,19970826,470999,NULL,Long Text0000470999,NULL,,0000470999 - Long Text0000470999,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970826,0,29,19970826,20141115,20141115,NULL
9629,37,19920623,471000,NULL,Long Text0000471000,NULL,,0000471000 - Long Text0000471000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9630,37,19970122,474295,NULL,Long Text0000474295,NULL,,0000474295 - Long Text0000474295,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970122,0,29,19970122,20141115,20141115,NULL
9631,37,19971111,474340,NULL,Long Text0000474340,NULL,,0000474340 - Long Text0000474340,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19971111,0,29,19971111,20141115,20141115,NULL
9632,37,19920623,477100,NULL,Long Text0000477100,NULL,,0000477100 - Long Text0000477100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9633,37,19920623,477200,NULL,Long Text0000477200,NULL,,0000477200 - Long Text0000477200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9634,37,19920623,481000,NULL,Long Text0000481000,NULL,,0000481000 - Long Text0000481000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9635,37,19920623,481100,NULL,Long Text0000481100,NULL,,0000481100 - Long Text0000481100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9636,37,19920623,483000,NULL,Long Text0000483000,NULL,,0000483000 - Long Text0000483000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9637,37,19920623,800000,NULL,Long Text0000800000,NULL,,0000800000 - Long Text0000800000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9638,37,19920623,801000,NULL,Long Text0000801000,NULL,,0000801000 - Long Text0000801000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9639,37,19920623,820000,NULL,Long Text0000820000,NULL,,0000820000 - Long Text0000820000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9640,37,19970826,840100,NULL,Long Text0000840100,NULL,,0000840100 - Long Text0000840100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970826,0,29,19970826,20141115,20141115,NULL
9641,37,19971105,841100,NULL,Long Text0000841100,NULL,,0000841100 - Long Text0000841100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19971105,0,29,19971105,20141115,20141115,NULL
9642,37,19970826,841700,NULL,Long Text0000841700,NULL,,0000841700 - Long Text0000841700,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970826,0,29,19970826,20141115,20141115,NULL
9643,37,19970826,841900,NULL,Long Text0000841900,NULL,,0000841900 - Long Text0000841900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970826,0,29,19970826,20141115,20141115,NULL
9644,37,19920623,894010,NULL,Long Text0000894010,NULL,,0000894010 - Long Text0000894010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9645,37,19920623,910000,NULL,Long Text0000910000,NULL,,0000910000 - Long Text0000910000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9646,37,19920623,920000,NULL,Long Text0000920000,NULL,,0000920000 - Long Text0000920000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9647,37,19920623,950000,NULL,Long Text0000950000,NULL,,0000950000 - Long Text0000950000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19920623,0,29,19920623,20141115,20141115,NULL
9648,38,19970623,104010,NULL,Long Text0000104010,NULL,,0000104010 - Long Text0000104010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9649,38,19970623,104070,NULL,Long Text0000104070,NULL,,0000104070 - Long Text0000104070,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9650,38,19970623,107900,NULL,Long Text0000107900,NULL,,0000107900 - Long Text0000107900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9651,38,19970623,109000,NULL,Long Text0000109000,NULL,,0000109000 - Long Text0000109000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9652,38,19970623,115100,NULL,Long Text0000115100,NULL,,0000115100 - Long Text0000115100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9653,38,19970623,115210,NULL,Long Text0000115210,NULL,,0000115210 - Long Text0000115210,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9654,38,19970623,125200,NULL,Long Text0000125200,NULL,,0000125200 - Long Text0000125200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9655,38,19970623,128000,NULL,Long Text0000128000,NULL,,0000128000 - Long Text0000128000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9656,38,19970623,140200,NULL,Long Text0000140200,NULL,,0000140200 - Long Text0000140200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9657,38,19970623,151010,NULL,Long Text0000151010,NULL,,0000151010 - Long Text0000151010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9658,38,19970623,159910,NULL,Long Text0000159910,NULL,,0000159910 - Long Text0000159910,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9659,38,19970623,165000,NULL,Long Text0000165000,NULL,,0000165000 - Long Text0000165000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9660,38,19970623,184900,NULL,Long Text0000184900,NULL,,0000184900 - Long Text0000184900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9661,38,19970623,185000,NULL,Long Text0000185000,NULL,,0000185000 - Long Text0000185000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9662,38,19970623,191000,NULL,Long Text0000191000,NULL,,0000191000 - Long Text0000191000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9663,38,19970623,201030,NULL,Long Text0000201030,NULL,,0000201030 - Long Text0000201030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9664,38,19970623,201090,NULL,Long Text0000201090,NULL,,0000201090 - Long Text0000201090,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9665,38,19970623,206100,NULL,Long Text0000206100,NULL,,0000206100 - Long Text0000206100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9666,38,19970623,231000,NULL,Long Text0000231000,NULL,,0000231000 - Long Text0000231000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9667,38,19970623,232000,NULL,Long Text0000232000,NULL,,0000232000 - Long Text0000232000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9668,38,19970623,241000,NULL,Long Text0000241000,NULL,,0000241000 - Long Text0000241000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9669,38,19970623,249200,NULL,Long Text0000249200,NULL,,0000249200 - Long Text0000249200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9670,38,19970623,260300,NULL,Long Text0000260300,NULL,,0000260300 - Long Text0000260300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9671,38,19970623,301000,NULL,Long Text0000301000,NULL,,0000301000 - Long Text0000301000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9672,38,19970623,308200,NULL,Long Text0000308200,NULL,,0000308200 - Long Text0000308200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9673,38,19970623,320000,NULL,Long Text0000320000,NULL,,0000320000 - Long Text0000320000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9674,38,19970623,371000,NULL,Long Text0000371000,NULL,,0000371000 - Long Text0000371000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9675,38,19970623,371200,NULL,Long Text0000371200,NULL,,0000371200 - Long Text0000371200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9676,38,19970623,371410,NULL,Long Text0000371410,NULL,,0000371410 - Long Text0000371410,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9677,38,19970623,372000,NULL,Long Text0000372000,NULL,,0000372000 - Long Text0000372000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9678,38,19970623,422100,NULL,Long Text0000422100,NULL,,0000422100 - Long Text0000422100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9679,38,19970623,516000,NULL,Long Text0000516000,NULL,,0000516000 - Long Text0000516000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9680,38,19970623,590000,NULL,Long Text0000590000,NULL,,0000590000 - Long Text0000590000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9681,38,19970623,597000,NULL,Long Text0000597000,NULL,,0000597000 - Long Text0000597000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9682,38,19970623,613000,NULL,Long Text0000613000,NULL,,0000613000 - Long Text0000613000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9683,38,19970623,621000,NULL,Long Text0000621000,NULL,,0000621000 - Long Text0000621000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9684,38,19970623,660000,NULL,Long Text0000660000,NULL,,0000660000 - Long Text0000660000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9685,38,19970623,704020,NULL,Long Text0000704020,NULL,,0000704020 - Long Text0000704020,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9686,38,19970623,705000,NULL,Long Text0000705000,NULL,,0000705000 - Long Text0000705000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9687,38,19970623,706000,NULL,Long Text0000706000,NULL,,0000706000 - Long Text0000706000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9688,38,19970623,712000,NULL,Long Text0000712000,NULL,,0000712000 - Long Text0000712000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9689,38,19970623,781000,NULL,Long Text0000781000,NULL,,0000781000 - Long Text0000781000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9690,38,19970623,781900,NULL,Long Text0000781900,NULL,,0000781900 - Long Text0000781900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9691,38,19970623,782000,NULL,Long Text0000782000,NULL,,0000782000 - Long Text0000782000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9692,38,19970623,792000,NULL,Long Text0000792000,NULL,,0000792000 - Long Text0000792000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9693,38,19970623,807100,NULL,Long Text0000807100,NULL,,0000807100 - Long Text0000807100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9694,38,19970623,818000,NULL,Long Text0000818000,NULL,,0000818000 - Long Text0000818000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9695,38,19970623,818200,NULL,Long Text0000818200,NULL,,0000818200 - Long Text0000818200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970623,0,29,19970623,20141115,20141115,NULL
9696,39,19941207,1010,NULL,Long Text0000001010,NULL,,0000001010 - Long Text0000001010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9697,39,19941207,31000,NULL,Long Text0000031000,NULL,,0000031000 - Long Text0000031000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9698,39,19941207,31010,NULL,Long Text0000031010,NULL,,0000031010 - Long Text0000031010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9699,39,19941207,32010,NULL,Long Text0000032010,NULL,,0000032010 - Long Text0000032010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9700,39,19941207,37000,NULL,Long Text0000037000,NULL,,0000037000 - Long Text0000037000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9701,39,19941207,37010,NULL,Long Text0000037010,NULL,,0000037010 - Long Text0000037010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9702,39,19941207,38000,NULL,Long Text0000038000,NULL,,0000038000 - Long Text0000038000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9703,39,19941207,62120,NULL,Long Text0000062120,NULL,,0000062120 - Long Text0000062120,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9704,39,19941207,75000,NULL,Long Text0000075000,NULL,,0000075000 - Long Text0000075000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9705,39,19941207,78200,NULL,Long Text0000078200,NULL,,0000078200 - Long Text0000078200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9706,39,19941207,113103,NULL,Long Text0000113103,NULL,,0000113103 - Long Text0000113103,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9707,39,19941207,113208,NULL,Long Text0000113208,NULL,,0000113208 - Long Text0000113208,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9708,39,19941207,113211,NULL,Long Text0000113211,NULL,,0000113211 - Long Text0000113211,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9709,39,19941207,113212,NULL,Long Text0000113212,NULL,,0000113212 - Long Text0000113212,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9710,39,19941207,120000,NULL,Long Text0000120000,NULL,,0000120000 - Long Text0000120000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9711,39,19941207,141010,NULL,Long Text0000141010,NULL,,0000141010 - Long Text0000141010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9712,39,19941207,143000,NULL,Long Text0000143000,NULL,,0000143000 - Long Text0000143000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9713,39,19941207,145020,NULL,Long Text0000145020,NULL,,0000145020 - Long Text0000145020,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9714,39,19941207,145099,NULL,Long Text0000145099,NULL,,0000145099 - Long Text0000145099,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9715,39,19971125,154200,NULL,Long Text0000154200,NULL,,0000154200 - Long Text0000154200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19971125,0,29,19971125,20141115,20141115,NULL
9716,39,19941207,159200,NULL,Long Text0000159200,NULL,,0000159200 - Long Text0000159200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9717,39,19941207,160000,NULL,Long Text0000160000,NULL,,0000160000 - Long Text0000160000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9718,39,19941207,160099,NULL,Long Text0000160099,NULL,,0000160099 - Long Text0000160099,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9719,39,19941207,161030,NULL,Long Text0000161030,NULL,,0000161030 - Long Text0000161030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9720,39,19941207,163000,NULL,Long Text0000163000,NULL,,0000163000 - Long Text0000163000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9721,39,19941207,165030,NULL,Long Text0000165030,NULL,,0000165030 - Long Text0000165030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9722,39,19941207,170099,NULL,Long Text0000170099,NULL,,0000170099 - Long Text0000170099,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9723,39,19941207,175000,NULL,Long Text0000175000,NULL,,0000175000 - Long Text0000175000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9724,39,19941207,175002,NULL,Long Text0000175002,NULL,,0000175002 - Long Text0000175002,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9725,39,19941207,175099,NULL,Long Text0000175099,NULL,,0000175099 - Long Text0000175099,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9726,39,19941207,176800,NULL,Long Text0000176800,NULL,,0000176800 - Long Text0000176800,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9727,39,19941207,180030,NULL,Long Text0000180030,NULL,,0000180030 - Long Text0000180030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9728,39,19941207,192500,NULL,Long Text0000192500,NULL,,0000192500 - Long Text0000192500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9729,39,19941207,193099,NULL,Long Text0000193099,NULL,,0000193099 - Long Text0000193099,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9730,39,19941207,199000,NULL,Long Text0000199000,NULL,,0000199000 - Long Text0000199000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9731,39,19941207,201000,NULL,Long Text0000201000,NULL,,0000201000 - Long Text0000201000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9732,39,19941207,202000,NULL,Long Text0000202000,NULL,,0000202000 - Long Text0000202000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9733,39,19970929,220600,NULL,Long Text0000220600,NULL,,0000220600 - Long Text0000220600,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970929,0,29,19970929,20141115,20141115,NULL
9734,39,19941207,221100,NULL,Long Text0000221100,NULL,,0000221100 - Long Text0000221100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9735,39,19941207,231000,NULL,Long Text0000231000,NULL,,0000231000 - Long Text0000231000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9736,39,19941207,232000,NULL,Long Text0000232000,NULL,,0000232000 - Long Text0000232000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9737,39,19941207,234000,NULL,Long Text0000234000,NULL,,0000234000 - Long Text0000234000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9738,39,19941207,251000,NULL,Long Text0000251000,NULL,,0000251000 - Long Text0000251000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9739,39,19941207,275300,NULL,Long Text0000275300,NULL,,0000275300 - Long Text0000275300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9740,39,19941207,280010,NULL,Long Text0000280010,NULL,,0000280010 - Long Text0000280010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9741,39,19941207,280100,NULL,Long Text0000280100,NULL,,0000280100 - Long Text0000280100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9742,39,19941207,399999,NULL,Long Text0000399999,NULL,,0000399999 - Long Text0000399999,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
9743,39,19941207,417001,NULL,Long Text0000417001,NULL,,0000417001 - Long Text0000417001,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19941207,0,29,19941207,20141115,20141115,NULL
