period_id,bu_id,engagement_id,fiscal_period_cd,fiscal_period_desc,fiscal_period_seq,fiscal_period_start,fiscal_period_end,fiscal_quarter_cd,fiscal_quarter_desc,fiscal_quarter_start,fiscal_quarter_end,fiscal_year_cd,fiscal_year_desc,fiscal_year_start,fiscal_year_end,adjustment_period,ver_start_date_id,ver_end_date_id,ver_desc
3564,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-014,2009-014,14,20091231,20091231,2009-Q4,2009-Q4,20090930,20091231,2009,2009,20090101,20091231,Y,20141115,NULL,20141115
3565,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-015,2009-015,15,20091231,20091231,2009-Q4,2009-Q4,20090930,20091231,2009,2009,20090101,20091231,Y,20141115,NULL,20141115
3566,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2009-016,2009-016,16,20091231,20091231,2009-Q4,2009-Q4,20090930,20091231,2009,2009,20090101,20091231,Y,20141115,NULL,20141115
3567,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-001,2010-001,1,20100101,20100131,2010-Q1,2010-Q1,20100101,20100331,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3568,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-002,2010-002,2,20100201,20100228,2010-Q1,2010-Q1,20100101,20100331,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3569,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-003,2010-003,3,20100301,20100331,2010-Q1,2010-Q1,20100101,20100331,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3570,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-004,2010-004,4,20100401,20100430,2010-Q2,2010-Q2,20100401,20100630,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3571,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-005,2010-005,5,20100501,20100531,2010-Q2,2010-Q2,20100401,20100630,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3572,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-006,2010-006,6,20100601,20100630,2010-Q2,2010-Q2,20100401,20100630,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3573,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-007,2010-007,7,20100701,20100731,2010-Q3,2010-Q3,20100701,20100930,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3574,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-008,2010-008,8,20100801,20100831,2010-Q3,2010-Q3,20100701,20100930,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3575,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-009,2010-009,9,20100901,20100930,2010-Q3,2010-Q3,20100701,20100930,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3576,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-010,2010-010,10,20101001,20101031,2010-Q4,2010-Q4,20101001,20101231,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3577,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-011,2010-011,11,20101101,20101130,2010-Q4,2010-Q4,20101001,20101231,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3578,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-012,2010-012,12,20101201,20101231,2010-Q4,2010-Q4,20101001,20101231,2010,2010,20100101,20101231,N,20141115,NULL,20141115
3579,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-013,2010-013,13,20101231,20101231,2010-Q4,2010-Q4,20100930,20101231,2010,2010,20100101,20101231,Y,20141115,NULL,20141115
3580,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-014,2010-014,14,20101231,20101231,2010-Q4,2010-Q4,20100930,20101231,2010,2010,20100101,20101231,Y,20141115,NULL,20141115
3581,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-015,2010-015,15,20101231,20101231,2010-Q4,2010-Q4,20100930,20101231,2010,2010,20100101,20101231,Y,20141115,NULL,20141115
3582,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2010-016,2010-016,16,20101231,20101231,2010-Q4,2010-Q4,20100930,20101231,2010,2010,20100101,20101231,Y,20141115,NULL,20141115
3583,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-001,2011-001,1,20110101,20110131,2011-Q1,2011-Q1,20110101,20110331,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3584,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-002,2011-002,2,20110201,20110228,2011-Q1,2011-Q1,20110101,20110331,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3585,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-003,2011-003,3,20110301,20110331,2011-Q1,2011-Q1,20110101,20110331,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3586,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-004,2011-004,4,20110401,20110430,2011-Q2,2011-Q2,20110401,20110630,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3587,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-005,2011-005,5,20110501,20110531,2011-Q2,2011-Q2,20110401,20110630,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3588,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-006,2011-006,6,20110601,20110630,2011-Q2,2011-Q2,20110401,20110630,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3589,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-007,2011-007,7,20110701,20110731,2011-Q3,2011-Q3,20110701,20110930,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3590,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-008,2011-008,8,20110801,20110831,2011-Q3,2011-Q3,20110701,20110930,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3591,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-009,2011-009,9,20110901,20110930,2011-Q3,2011-Q3,20110701,20110930,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3592,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-010,2011-010,10,20111001,20111031,2011-Q4,2011-Q4,20111001,20111231,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3593,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-011,2011-011,11,20111101,20111130,2011-Q4,2011-Q4,20111001,20111231,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3594,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-012,2011-012,12,20111201,20111231,2011-Q4,2011-Q4,20111001,20111231,2011,2011,20110101,20111231,N,20141115,NULL,20141115
3595,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-013,2011-013,13,20111231,20111231,2011-Q4,2011-Q4,20110930,20111231,2011,2011,20110101,20111231,Y,20141115,NULL,20141115
3596,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-014,2011-014,14,20111231,20111231,2011-Q4,2011-Q4,20110930,20111231,2011,2011,20110101,20111231,Y,20141115,NULL,20141115
3597,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-015,2011-015,15,20111231,20111231,2011-Q4,2011-Q4,20110930,20111231,2011,2011,20110101,20111231,Y,20141115,NULL,20141115
3598,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2011-016,2011-016,16,20111231,20111231,2011-Q4,2011-Q4,20110930,20111231,2011,2011,20110101,20111231,Y,20141115,NULL,20141115
3599,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-001,2012-001,1,20120101,20120131,2012-Q1,2012-Q1,20120101,20120331,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3600,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-002,2012-002,2,20120201,20120229,2012-Q1,2012-Q1,20120101,20120331,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3601,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-003,2012-003,3,20120301,20120331,2012-Q1,2012-Q1,20120101,20120331,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3602,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-004,2012-004,4,20120401,20120430,2012-Q2,2012-Q2,20120401,20120630,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3603,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-005,2012-005,5,20120501,20120531,2012-Q2,2012-Q2,20120401,20120630,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3604,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-006,2012-006,6,20120601,20120630,2012-Q2,2012-Q2,20120401,20120630,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3605,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-007,2012-007,7,20120701,20120731,2012-Q3,2012-Q3,20120701,20120930,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3606,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-008,2012-008,8,20120801,20120831,2012-Q3,2012-Q3,20120701,20120930,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3607,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-009,2012-009,9,20120901,20120930,2012-Q3,2012-Q3,20120701,20120930,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3608,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-010,2012-010,10,20121001,20121031,2012-Q4,2012-Q4,20121001,20121231,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3609,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-011,2012-011,11,20121101,20121130,2012-Q4,2012-Q4,20121001,20121231,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3610,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-012,2012-012,12,20121201,20121231,2012-Q4,2012-Q4,20121001,20121231,2012,2012,20120101,20121231,N,20141115,NULL,20141115
3611,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-013,2012-013,13,20121231,20121231,2012-Q4,2012-Q4,20120930,20121231,2012,2012,20120101,20121231,Y,20141115,NULL,20141115
3612,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-014,2012-014,14,20121231,20121231,2012-Q4,2012-Q4,20120930,20121231,2012,2012,20120101,20121231,Y,20141115,NULL,20141115
3613,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-015,2012-015,15,20121231,20121231,2012-Q4,2012-Q4,20120930,20121231,2012,2012,20120101,20121231,Y,20141115,NULL,20141115
3614,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2012-016,2012-016,16,20121231,20121231,2012-Q4,2012-Q4,20120930,20121231,2012,2012,20120101,20121231,Y,20141115,NULL,20141115
3615,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-001,2013-001,1,20130101,20130131,2013-Q1,2013-Q1,20130101,20130331,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3616,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-002,2013-002,2,20130201,20130228,2013-Q1,2013-Q1,20130101,20130331,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3617,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-003,2013-003,3,20130301,20130331,2013-Q1,2013-Q1,20130101,20130331,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3618,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-004,2013-004,4,20130401,20130430,2013-Q2,2013-Q2,20130401,20130630,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3619,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-005,2013-005,5,20130501,20130531,2013-Q2,2013-Q2,20130401,20130630,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3620,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-006,2013-006,6,20130601,20130630,2013-Q2,2013-Q2,20130401,20130630,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3621,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-007,2013-007,7,20130701,20130731,2013-Q3,2013-Q3,20130701,20130930,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3622,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-008,2013-008,8,20130801,20130831,2013-Q3,2013-Q3,20130701,20130930,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3623,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-009,2013-009,9,20130901,20130930,2013-Q3,2013-Q3,20130701,20130930,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3624,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-010,2013-010,10,20131001,20131031,2013-Q4,2013-Q4,20131001,20131231,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3625,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-011,2013-011,11,20131101,20131130,2013-Q4,2013-Q4,20131001,20131231,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3626,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-012,2013-012,12,20131201,20131231,2013-Q4,2013-Q4,20131001,20131231,2013,2013,20130101,20131231,N,20141115,NULL,20141115
3627,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-013,2013-013,13,20131231,20131231,2013-Q4,2013-Q4,20130930,20131231,2013,2013,20130101,20131231,Y,20141115,NULL,20141115
3628,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-014,2013-014,14,20131231,20131231,2013-Q4,2013-Q4,20130930,20131231,2013,2013,20130101,20131231,Y,20141115,NULL,20141115
3629,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-015,2013-015,15,20131231,20131231,2013-Q4,2013-Q4,20130930,20131231,2013,2013,20130101,20131231,Y,20141115,NULL,20141115
3630,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2013-016,2013-016,16,20131231,20131231,2013-Q4,2013-Q4,20130930,20131231,2013,2013,20130101,20131231,Y,20141115,NULL,20141115
3631,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-001,2014-001,1,20140101,20140131,2014-Q1,2014-Q1,20140101,20140331,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3632,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-002,2014-002,2,20140201,20140228,2014-Q1,2014-Q1,20140101,20140331,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3633,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-003,2014-003,3,20140301,20140331,2014-Q1,2014-Q1,20140101,20140331,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3634,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-004,2014-004,4,20140401,20140430,2014-Q2,2014-Q2,20140401,20140630,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3635,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-005,2014-005,5,20140501,20140531,2014-Q2,2014-Q2,20140401,20140630,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3636,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-006,2014-006,6,20140601,20140630,2014-Q2,2014-Q2,20140401,20140630,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3637,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-007,2014-007,7,20140701,20140731,2014-Q3,2014-Q3,20140701,20140930,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3638,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-008,2014-008,8,20140801,20140831,2014-Q3,2014-Q3,20140701,20140930,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3639,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-009,2014-009,9,20140901,20140930,2014-Q3,2014-Q3,20140701,20140930,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3640,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-010,2014-010,10,20141001,20141031,2014-Q4,2014-Q4,20141001,20141231,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3641,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-011,2014-011,11,20141101,20141130,2014-Q4,2014-Q4,20141001,20141231,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3642,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-012,2014-012,12,20141201,20141231,2014-Q4,2014-Q4,20141001,20141231,2014,2014,20140101,20141231,N,20141115,NULL,20141115
3643,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-013,2014-013,13,20141231,20141231,2014-Q4,2014-Q4,20140930,20141231,2014,2014,20140101,20141231,Y,20141115,NULL,20141115
3644,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-014,2014-014,14,20141231,20141231,2014-Q4,2014-Q4,20140930,20141231,2014,2014,20140101,20141231,Y,20141115,NULL,20141115
3645,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-015,2014-015,15,20141231,20141231,2014-Q4,2014-Q4,20140930,20141231,2014,2014,20140101,20141231,Y,20141115,NULL,20141115
3646,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2014-016,2014-016,16,20141231,20141231,2014-Q4,2014-Q4,20140930,20141231,2014,2014,20140101,20141231,Y,20141115,NULL,20141115
3647,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-001,2015-001,1,20150101,20150131,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3648,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-002,2015-002,2,20150201,20150228,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3649,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-003,2015-003,3,20150301,20150331,2015-Q1,2015-Q1,20150101,20150331,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3650,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-004,2015-004,4,20150401,20150430,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3651,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-005,2015-005,5,20150501,20150531,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3652,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-006,2015-006,6,20150601,20150630,2015-Q2,2015-Q2,20150401,20150630,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3653,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-007,2015-007,7,20150701,20150731,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3654,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-008,2015-008,8,20150801,20150831,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3655,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-009,2015-009,9,20150901,20150930,2015-Q3,2015-Q3,20150701,20150930,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3656,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-010,2015-010,10,20151001,20151031,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3657,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-011,2015-011,11,20151101,20151130,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3658,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-012,2015-012,12,20151201,20151231,2015-Q4,2015-Q4,20151001,20151231,2015,2015,20150101,20151231,N,20141115,NULL,20141115
3659,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-013,2015-013,13,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
3660,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-014,2015-014,14,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
3661,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-015,2015-015,15,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
3662,23,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2015-016,2015-016,16,20151231,20151231,2015-Q4,2015-Q4,20150930,20151231,2015,2015,20150101,20151231,Y,20141115,NULL,20141115
3663,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-001,2006-001,1,20060101,20060131,2006-Q1,2006-Q1,20060101,20060331,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3664,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-002,2006-002,2,20060201,20060228,2006-Q1,2006-Q1,20060101,20060331,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3665,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-003,2006-003,3,20060301,20060331,2006-Q1,2006-Q1,20060101,20060331,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3666,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-004,2006-004,4,20060401,20060430,2006-Q2,2006-Q2,20060401,20060630,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3667,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-005,2006-005,5,20060501,20060531,2006-Q2,2006-Q2,20060401,20060630,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3668,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-006,2006-006,6,20060601,20060630,2006-Q2,2006-Q2,20060401,20060630,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3669,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-007,2006-007,7,20060701,20060731,2006-Q3,2006-Q3,20060701,20060930,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3670,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-008,2006-008,8,20060801,20060831,2006-Q3,2006-Q3,20060701,20060930,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3671,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-009,2006-009,9,20060901,20060930,2006-Q3,2006-Q3,20060701,20060930,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3672,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-010,2006-010,10,20061001,20061031,2006-Q4,2006-Q4,20061001,20061231,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3673,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-011,2006-011,11,20061101,20061130,2006-Q4,2006-Q4,20061001,20061231,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3674,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-012,2006-012,12,20061201,20061231,2006-Q4,2006-Q4,20061001,20061231,2006,2006,20060101,20061231,N,20141115,NULL,20141115
3675,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-013,2006-013,13,20061231,20061231,2006-Q4,2006-Q4,20060930,20061231,2006,2006,20060101,20061231,Y,20141115,NULL,20141115
3676,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-014,2006-014,14,20061231,20061231,2006-Q4,2006-Q4,20060930,20061231,2006,2006,20060101,20061231,Y,20141115,NULL,20141115
3677,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-015,2006-015,15,20061231,20061231,2006-Q4,2006-Q4,20060930,20061231,2006,2006,20060101,20061231,Y,20141115,NULL,20141115
3678,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2006-016,2006-016,16,20061231,20061231,2006-Q4,2006-Q4,20060930,20061231,2006,2006,20060101,20061231,Y,20141115,NULL,20141115
3679,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-001,2007-001,1,20070101,20070131,2007-Q1,2007-Q1,20070101,20070331,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3680,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-002,2007-002,2,20070201,20070228,2007-Q1,2007-Q1,20070101,20070331,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3681,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-003,2007-003,3,20070301,20070331,2007-Q1,2007-Q1,20070101,20070331,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3682,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-004,2007-004,4,20070401,20070430,2007-Q2,2007-Q2,20070401,20070630,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3683,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-005,2007-005,5,20070501,20070531,2007-Q2,2007-Q2,20070401,20070630,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3684,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-006,2007-006,6,20070601,20070630,2007-Q2,2007-Q2,20070401,20070630,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3685,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-007,2007-007,7,20070701,20070731,2007-Q3,2007-Q3,20070701,20070930,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3686,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-008,2007-008,8,20070801,20070831,2007-Q3,2007-Q3,20070701,20070930,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3687,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-009,2007-009,9,20070901,20070930,2007-Q3,2007-Q3,20070701,20070930,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3688,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-010,2007-010,10,20071001,20071031,2007-Q4,2007-Q4,20071001,20071231,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3689,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-011,2007-011,11,20071101,20071130,2007-Q4,2007-Q4,20071001,20071231,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3690,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-012,2007-012,12,20071201,20071231,2007-Q4,2007-Q4,20071001,20071231,2007,2007,20070101,20071231,N,20141115,NULL,20141115
3691,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-013,2007-013,13,20071231,20071231,2007-Q4,2007-Q4,20070930,20071231,2007,2007,20070101,20071231,Y,20141115,NULL,20141115
3692,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-014,2007-014,14,20071231,20071231,2007-Q4,2007-Q4,20070930,20071231,2007,2007,20070101,20071231,Y,20141115,NULL,20141115
3693,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-015,2007-015,15,20071231,20071231,2007-Q4,2007-Q4,20070930,20071231,2007,2007,20070101,20071231,Y,20141115,NULL,20141115
3694,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2007-016,2007-016,16,20071231,20071231,2007-Q4,2007-Q4,20070930,20071231,2007,2007,20070101,20071231,Y,20141115,NULL,20141115
3695,24,272EFC29-7E98-4DCD-8ABC-E2A9604368CC,2008-001,2008-001,1,20080101,20080131,2008-Q1,2008-Q1,20080101,20080331,2008,2008,20080101,20081231,N,20141115,NULL,20141115
